EC Numbers,Occurrence
2.3.1.247,2
6.3.4.18,1
1.21.98.1,1
2.1.1.171,1
2.7.1.180,2
6.3.4.15,3
3.1.4.53,6
6.3.4.13,1
2.7.1.184,1
2.7.1.39,2
3.-.-.-,9
3.4.14.5,1
3.5.4.33,1
3.1.13.-,2
3.4.11.25,1
3.9.1.2,1
6.1.2.-,1
3.6.1.65,1
1.1.1.136,1
6.1.2.2,1
3.9.1.-,1
1.1.1.133,1
2.3.1.94,10
2.7.6.3,1
1.1.99.-,4
1.5.1.43,1
1.5.1.42,2
6.1.1.5,1
1.1.1.302,2
6.3.3.2,1
1.2.1.32,1
3.6.1.19,3
4.2.1.51,1
1.2.1.73,1
3.2.1.141,1
6.3.1.5,1
2.5.1.48,1
3.6.1.17,1
1.2.1.79,1
1.1.98.3,1
3.6.1.13,1
6.3.1.2,2
6.3.1.-,1
2.1.1.220,1
2.1.1.222,6
1.2.1.39,2
6.1.1.1,1
1.8.4.11,2
2.1.1.228,1
6.3.3.5,1
4.2.2.12,1
3.4.24.28,1
3.6.4.-,5
6.3.3.1,1
1.5.3.19,2
6.3.5.1,1
6.3.5.3,3
6.3.5.2,2
6.3.5.5,2
6.3.5.4,4
6.3.5.7,2
6.3.5.9,2
1.4.3.24,1
5.5.1.4,3
5.5.1.7,1
1.1.1.340,1
1.1.1.343,1
2.4.1.21,1
1.1.1.304,1
6.3.5.-,2
3.6.3.17,9
2.5.1.19,1
3.4.24.3,1
2.10.1.1,2
4.1.2.57,1
1.5.3.10,1
2.5.1.10,1
2.5.1.17,2
2.5.1.16,3
2.5.1.15,1
4.2.1.22,1
5.4.2.10,1
5.4.2.11,4
3.2.1.78,1
3.4.24.-,19
3.6.1.61,1
3.2.1.72,1
4.2.1.24,1
2.7.4.16,1
1.14.99.50,1
1.11.1.-,3
1.14.14.12,1
3.2.1.132,1
4.99.1.3,1
3.6.3.29,2
2.5.1.84,1
1.14.14.11,1
1.11.1.6,1
3.6.3.20,1
3.5.1.79,1
1.14.13.84,1
3.6.3.27,1
3.6.3.24,1
1.1.1.38,2
2.4.99.16,1
3.1.3.18,6
3.4.17.18,1
1.1.1.30,1
1.1.1.31,1
3.4.17.14,1
3.1.3.12,1
1.1.1.37,1
2.5.1.88,1
2.7.7.56,1
2.7.7.-,1
5.1.1.7,1
5.4.2.2,1
2.3.1.8,1
3.4.13.22,2
3.3.1.1,1
3.4.13.21,1
4.2.2.9,1
1.1.3.46,1
1.1.3.45,2
2.5.1.129,1
2.3.1.-,36
2.3.1.57,4
1.1.3.41,1
2.7.8.12,1
2.7.8.13,1
2.5.1.120,1
2.7.8.11,2
3.1.4.3,1
3.4.-.-,16
2.4.1.187,1
1.1.1.42,1
5.1.3.25,1
5.1.3.23,2
5.1.3.22,1
2.3.3.16,2
2.3.1.117,1
2.3.3.13,1
2.7.13.3,51
6.1.1.21,1
1.2.99.2,2
1.1.2.-,1
2.8.4.4,1
1.3.99.27,1
3.5.99.5,1
2.7.1.33,1
5.4.99.60,1
2.7.1.30,2
1.3.99.29,1
6.4.1.8,4
2.7.1.35,1
2.3.-.-,1
3.1.3.16,5
5.1.3.9,1
3.4.21.26,1
2.6.1.85,2
1.14.13.106,1
1.14.13.107,1
3.1.1.15,1
3.1.1.17,2
2.4.1.10,1
2.4.1.11,4
2.4.1.12,1
3.1.3.15,1
2.1.1.182,1
2.4.1.18,1
4.3.3.7,2
4.3.3.6,2
2.1.1.188,1
2.1.1.189,1
3.2.2.-,7
1.1.1.301,1
2.7.2.3,1
1.8.99.-,1
3.1.3.11,2
4.3.1.3,3
1.17.5.2,1
4.2.1.6,2
2.7.2.1,1
1.1.1.385,3
2.3.1.180,2
2.3.1.181,1
2.7.4.22,1
2.3.1.189,16
1.1.1.267,1
6.3.2.1,1
4.3.1.17,1
3.5.1.100,2
3.5.1.103,3
1.1.1.261,1
3.5.99.10,2
6.3.2.6,1
4.3.1.19,3
3.4.11.18,3
1.1.1.268,1
1.1.1.269,1
2.7.7.85,1
6.3.2.49,1
2.7.7.87,3
2.4.2.-,2
2.7.7.13,1
4.2.1.1,2
1.2.1.41,1
3.2.1.131,1
2.4.2.9,1
2.4.2.8,1
3.6.1.27,3
3.6.1.22,3
3.6.1.23,1
2.3.1.234,1
2.7.9.1,1
2.4.2.4,1
2.4.2.7,2
2.7.9.2,1
2.6.1.103,2
3.1.11.-,1
2.7.11.1,16
1.13.11.80,1
2.7.7.72,1
2.7.7.75,1
4.2.1.130,1
1.-.-.-,42
2.3.1.16,4
4.2.1.135,1
4.2.1.96,2
2.3.1.12,3
4.2.1.138,1
1.1.1.313,1
1.1.1.311,1
3.1.11.2,1
2.3.1.9,1
1.1.1.336,1
2.3.1.102,2
6.2.1.44,1
2.5.1.-,2
4.2.1.151,1
1.6.99.1,1
1.1.1.79,1
1.6.99.-,1
2.5.1.6,2
1.17.1.4,3
1.3.1.86,1
1.17.1.8,1
3.1.31.-,3
2.5.1.9,1
4.1.1.55,1
1.1.1.88,1
5.4.99.-,2
3.5.1.91,2
3.5.4.25,1
2.7.1.-,7
2.1.1.163,8
1.17.7.4,1
1.1.1.85,1
1.17.7.3,1
2.1.1.164,2
1.1.1.86,2
2.7.1.5,1
2.7.1.4,3
2.7.1.6,1
2.7.1.2,7
5.4.99.5,2
5.4.99.2,4
1.5.1.20,1
5.99.1.3,4
2.7.1.107,1
1.9.3.1,9
6.2.1.30,1
2.4.1.266,1
2.8.3.19,3
5.3.1.16,1
5.1.3.1,1
5.4.99.25,1
2.7.1.71,2
6.3.2.13,1
2.3.3.9,1
4.1.1.20,1
4.1.1.22,3
4.1.1.23,1
4.1.99.17,1
2.6.1.106,1
1.1.1.49,1
2.1.1.13,1
2.1.1.107,1
3.2.2.28,1
4.1.1.-,2
2.1.1.302,2
2.7.2.11,1
4.-.-.-,2
4.1.99.18,1
3.4.21.81,2
3.4.21.80,1
2.6.1.42,2
4.1.99.13,1
4.1.1.7,1
3.4.21.89,2
5.3.1.28,3
6.3.2.2,4
2.1.3.12,2
1.1.1.103,2
1.1.1.100,13
1.1.1.107,1
3.1.21.3,2
3.1.21.2,2
3.5.2.7,2
3.5.2.6,2
3.1.21.7,1
3.5.2.3,1
1.5.1.36,1
4.1.1.48,2
4.1.3.26,1
4.1.3.27,3
4.1.3.24,1
4.2.1.44,2
4.2.1.41,1
4.2.1.40,1
2.4.2.19,1
3.5.1.29,2
3.5.1.28,3
4.2.1.49,2
2.1.1.174,1
1.6.1.2,2
2.7.7.9,1
3.1.2.28,1
4.1.2.13,1
2.7.7.3,2
2.7.7.7,8
2.7.7.6,4
2.7.7.4,1
3.4.23.36,1
2.6.1.39,3
2.3.1.246,1
3.4.21.88,1
2.4.1.54,2
5.2.1.8,7
1.3.3.4,1
2.6.1.9,1
4.2.99.-,2
3.5.3.6,1
3.5.1.110,1
1.3.-.-,5
3.6.3.40,2
2.3.1.111,2
3.5.1.111,1
3.6.3.44,2
2.7.10.-,1
1.2.1.12,1
1.2.1.11,2
1.15.1.1,2
1.11.1.18,1
2.7.1.45,1
1.11.1.15,7
1.2.1.19,1
3.5.3.18,2
1.11.1.10,2
2.2.1.1,2
2.2.1.2,1
2.3.1.201,1
2.2.1.5,1
2.2.1.6,3
2.2.1.7,1
3.6.-.-,3
1.5.5.2,1
3.2.2.24,2
3.5.2.-,1
2.7.7.42,1
1.8.4.8,1
2.5.1.94,1
6.6.1.1,2
2.5.1.99,1
3.2.1.170,1
3.2.1.177,1
3.6.3.30,1
3.6.3.33,1
3.6.3.32,1
1.6.5.-,2
4.1.3.4,1
2.1.1.63,2
3.4.21.66,1
1.1.1.23,1
1.1.1.22,1
1.1.1.25,1
2.4.1.227,3
1.4.99.5,1
3.5.4.3,1
3.4.11.9,1
1.6.5.5,3
1.6.5.2,6
3.5.4.5,1
3.5.4.4,2
3.5.2.5,1
6.1.1.11,1
6.1.1.10,1
6.1.1.17,2
6.1.1.16,1
3.1.1.96,1
6.1.1.14,1
4.1.1.65,1
6.1.1.19,2
4.1.3.-,1
1.3.5.2,1
1.3.5.1,3
1.3.5.4,1
1.5.1.38,1
3.6.1.41,1
2.5.1.113,1
1.14.99.44,1
6.1.1.9,2
6.1.1.7,3
6.1.1.6,1
1.14.13.-,3
6.1.1.4,1
6.1.1.3,2
6.1.1.2,2
3.6.3.-,64
3.5.1.11,3
1.14.13.7,1
2.3.2.13,1
3.4.21.111,1
3.4.11.2,7
1.14.13.9,1
1.14.19.-,3
4.1.-.-,2
2.4.1.250,8
6.1.1.15,2
3.6.4.12,20
3.6.4.13,1
1.5.1.2,2
1.5.1.3,3
3.8.1.5,2
1.14.13.133,2
2.7.1.148,1
6.4.1.2,1
6.4.1.3,4
3.1.3.1,3
3.5.1.25,1
4.2.3.90,2
4.2.1.46,3
1.3.99.28,1
4.1.3.17,2
1.13.11.5,1
1.13.11.6,1
2.7.1.23,2
1.13.11.2,1
2.4.1.331,1
2.7.7.53,1
5.3.3.17,2
5.3.3.18,1
3.5.1.115,1
1.13.11.29,1
1.1.1.157,3
1.13.11.27,1
1.13.11.24,4
3.5.1.118,1
3.2.1.169,1
3.5.1.18,3
3.4.17.-,3
3.4.11.5,2
3.1.3.-,6
2.3.1.79,1
3.4.11.1,2
4.2.1.33,2
3.5.1.13,1
3.6.5.-,2
3.1.3.5,5
4.1.2.49,3
3.1.3.7,2
3.8.1.3,5
3.8.1.2,2
3.6.1.31,1
3.1.3.3,11
3.4.25.1,2
3.1.3.8,1
3.6.1.1,2
1.14.13.59,1
6.3.2.31,1
6.3.4.14,3
3.6.1.8,1
2.7.1.63,1
1.1.3.6,1
1.4.4.2,1
4.2.1.80,1
1.1.1.328,2
1.1.1.325,1
3.6.1.-,7
4.2.1.148,1
1.1.1.67,1
1.14.13.50,1
2.7.8.31,2
3.1.1.1,2
4.4.1.1,1
3.4.23.-,1
1.1.1.44,1
4.4.1.5,1
1.1.1.69,1
3.2.1.18,1
3.2.1.10,3
3.1.1.-,8
3.2.1.14,5
3.2.1.17,3
3.5.1.87,3
3.4.13.-,1
1.11.1.21,1
3.5.1.81,1
3.5.4.32,3
1.3.1.-,4
4.1.1.11,1
3.5.1.88,4
2.1.1.265,1
2.5.1.68,2
3.4.21.-,15
2.5.1.61,1
4.1.2.27,1
1.3.1.9,1
1.8.5.-,2
4.1.1.86,2
1.14.15.12,1
2.3.1.1,1
2.7.1.48,1
5.4.99.18,1
2.1.2.9,1
5.4.99.12,1
2.7.1.40,1
2.1.2.1,2
5.4.99.15,1
5.1.1.20,1
6.2.1.5,2
6.2.1.1,4
5.4.3.8,2
3.1.26.12,1
1.3.1.28,1
5.4.3.4,2
5.4.3.2,1
1.7.1.15,1
3.5.4.40,1
2.4.2.47,1
3.1.1.45,1
4.1.1.37,1
3.1.3.48,3
3.1.1.41,1
6.2.1.-,2
1.18.1.5,1
1.18.1.2,1
4.4.1.8,1
1.13.11.11,1
4.6.1.1,1
3.7.1.22,1
3.2.2.9,1
4.2.2.23,1
1.14.13.38,2
2.3.1.174,2
3.2.-.-,2
2.4.2.28,1
2.3.1.179,3
3.1.1.3,4
2.1.1.208,1
1.1.98.2,4
1.1.1.119,1
1.1.1.291,1
2.1.1.34,1
5.5.1.23,1
2.4.99.-,1
5.5.1.27,1
1.6.5.11,23
1.1.1.298,1
2.6.1.83,1
1.2.4.4,5
2.1.2.10,2
2.1.2.11,3
4.1.1.32,1
1.1.98.-,7
1.14.13.165,1
4.2.3.4,2
3.2.1.39,5
3.2.1.8,5
4.2.3.5,1
3.2.1.4,10
4.2.1.-,3
3.2.1.1,3
3.2.1.22,2
6.3.2.-,5
3.2.1.-,5
2.3.2.-,3
4.2.1.2,3
4.2.1.3,1
6.3.2.4,3
3.1.-.-,29
2.3.1.182,1
6.3.2.9,1
4.2.3.1,3
6.3.4.4,2
6.3.4.5,1
1.20.4.1,2
2.4.1.57,4
6.3.4.2,1
4.99.1.1,1
1.1.1.361,1
4.2.-.-,3
1.1.1.367,1
1.1.1.169,1
4.1.1.77,1
1.1.1.203,1
1.1.1.205,2
2.7.-.-,3
3.2.2.27,1
3.2.2.26,1
3.2.2.20,1
3.2.2.23,1
2.5.1.30,1
3.1.3.82,1
3.2.1.91,2
2.3.1.82,1
5.1.3.30,1
3.6.3.54,1
3.2.1.55,3
3.5.1.46,1
1.2.1.20,2
3.2.1.52,4
2.7.10.2,1
4.2.3.31,2
3.5.1.49,1
4.1.1.70,1
3.2.1.58,2
3.6.1.40,2
2.4.-.-,7
3.4.24.77,1
3.4.24.75,2
2.3.1.210,2
2.1.1.297,3
2.1.1.298,1
1.17.1.-,1
4.1.3.39,1
3.1.26.3,1
6.3.2.39,1
1.12.99.6,2
2.3.1.39,1
4.2.99.18,1
4.2.1.70,1
1.1.99.28,1
3.4.11.10,1
3.4.21.4,1
3.1.3.71,1
1.1.1.18,1
1.1.1.-,25
1.1.1.14,1
4.3.1.14,1
1.1.1.1,9
1.1.1.3,1
3.2.1.20,1
3.2.1.21,7
3.1.1.81,2
3.2.1.23,2
6.1.1.23,1
6.1.1.20,2
3.1.1.84,3
3.2.1.28,6
1.11.1.22,1
1.8.-.-,4
1.11.2.4,1
2.7.7.41,1
5.99.1.2,1
1.1.99.36,1
1.2.1.10,1
2.5.1.104,1
1.1.1.312,1
2.3.2.2,2
2.3.2.3,1
4.2.1.9,1
